"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative","vote_ndp"
76,"Male","Alberta","Some Education","YES","Middle Class",0,0,1
70,"Female","Quebec","Some Education","NO","Upper Middle Class to Wealthy",0,1,0
21,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
74,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
78,"Female","Alberta","Some Education","YES","Middle Class",NA,NA,NA
43,"Female","British Columbia","Highly Educated","NO","Middle Class",NA,NA,NA
42,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
64,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
29,"Female","Ontario","Highly Educated","NO","Middle Class",0,0,0
74,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
44,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1,0
69,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
29,"Male","Alberta","Some Education","NO","Middle Class",1,0,0
31,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
37,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,0
62,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
61,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
25,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
53,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
19,"Female","Ontario","Some Education","NO","Upper Middle Class to Wealthy",0,0,1
59,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
49,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
57,"Female","Ontario","Some Education","YES","Middle Class",0,0,1
34,"Female","Alberta","Some Education","YES","Middle Class",NA,NA,NA
24,"Male","Ontario","Highly Educated","NO","Middle Class",0,0,1
37,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
24,"Male","British Columbia","Some Education","NO","Middle Class",0,0,1
30,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
53,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
56,"Male","British Columbia","Some Education","YES","Middle Class",0,1,0
82,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0,1
38,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
65,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
45,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
53,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
74,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
40,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
42,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",0,0,0
72,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0,0
40,"Male","Quebec","Limited Education","NO","Lower Middle Class to Poor",0,0,0
58,"Male","Quebec","Some Education","NO","Upper Middle Class to Wealthy",1,0,0
31,"Female","British Columbia","Highly Educated","NO","Middle Class",1,0,0
65,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
63,"Female","Nova Scotia","Some Education","YES","Middle Class",0,1,0
27,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,0
72,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
31,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
66,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
30,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
60,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
26,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0,1
75,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
73,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
77,"Female","Quebec","Some Education","YES","Middle Class",0,1,0
37,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
52,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
32,"Male","British Columbia","Some Education","NO","Middle Class",0,0,1
22,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
35,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
33,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0,1
41,"Male","Ontario","Some Education","NO","Middle Class",NA,NA,NA
38,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
28,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,1
60,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
57,"Male","Ontario","Highly Educated","NO","Middle Class",0,0,0
41,"Female","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
19,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,1
56,"Female","British Columbia","Some Education","YES","Middle Class",0,1,0
27,"Female","Quebec","Highly Educated","NO","Middle Class",1,0,0
51,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
29,"Female","Ontario","Highly Educated","NO","Middle Class",0,0,1
71,"Female","Quebec","Highly Educated","YES","Middle Class",1,0,0
57,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
68,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
76,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
70,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
24,"Male","British Columbia","Some Education","NO","Middle Class",0,0,1
78,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
32,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
68,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
65,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
23,"Female","Quebec","Some Education","NO","Middle Class",0,0,0
25,"Female","Ontario","Some Education","YES","Middle Class",1,0,0
64,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
52,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
49,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0,1
52,"Female","Alberta","Some Education","NO","Middle Class",1,0,0
65,"Female","Manitoba","Highly Educated","YES","Middle Class",1,0,0
58,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
19,"Male","Prince Edward Island","Some Education","NO","Middle Class",0,0,0
22,"Female","Ontario","Highly Educated","YES","Middle Class",0,0,1
48,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
30,"Female","Quebec","Some Education","NO","Middle Class",1,0,0
33,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA,NA
46,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
54,"Male","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
41,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
67,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
68,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
73,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1,0
45,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0,0
43,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
62,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
75,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
51,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,0
33,"Female","Ontario","Some Education","NO","Middle Class",0,0,1
42,"Female","Saskatchewan","Highly Educated","NO","Upper Middle Class to Wealthy",0,1,0
68,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
66,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
68,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
75,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0,0
28,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0,1
60,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,1,0
45,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
83,"Female","British Columbia","Highly Educated","YES","Middle Class",0,1,0
74,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
52,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
56,"Female","Quebec","Some Education","NO","Middle Class",0,0,0
75,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
57,"Female","Alberta","Some Education","YES","Middle Class",0,1,0
52,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,0
78,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
75,"Male","British Columbia","Some Education","YES","Middle Class",0,1,0
49,"Male","Alberta","Some Education","NO","Middle Class",NA,NA,NA
46,"Male","Ontario","Some Education","NO","Middle Class",0,0,0
55,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,0
75,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
71,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
24,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,0,1
24,"Female","Quebec","Some Education","NO","Middle Class",0,0,1
66,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
75,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0,0
56,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
44,"Male","Quebec","Some Education","NO","Middle Class",NA,NA,NA
77,"Male","Quebec","Highly Educated","NO","Middle Class",0,0,0
59,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
65,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
71,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0,0
54,"Male","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
73,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
62,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
35,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,1
60,"Male","Alberta","Some Education","YES","Middle Class",NA,NA,NA
67,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
65,"Male","Alberta","Some Education","YES","Middle Class",0,0,1
62,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
53,"Male","Ontario","Some Education","YES","Middle Class",1,0,0
64,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
57,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0,1
38,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
64,"Male","Quebec","Some Education","NO","Middle Class",0,0,0
45,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
74,"Female","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
29,"Female","Manitoba","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
87,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1,0
45,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
75,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
26,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
63,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0,0
60,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
74,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
32,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
41,"Male","Nova Scotia","Highly Educated","YES","Middle Class",0,0,0
69,"Female","Ontario","Some Education","NO","Middle Class",0,1,0
41,"Female","Quebec","Limited Education","NO","Upper Middle Class to Wealthy",0,1,0
27,"Female","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
55,"Male","New Brunswick","Some Education","YES","Middle Class",0,1,0
79,"Female","Saskatchewan","Highly Educated","NO","Middle Class",1,0,0
34,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
21,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,1
32,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA,NA
40,"Male","British Columbia","Highly Educated","NO","Middle Class",0,1,0
46,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
61,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
43,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
53,"Male","Quebec","Some Education","NO","Middle Class",0,0,0
71,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
25,"Male","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
36,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
29,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
45,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
81,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
66,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1,0
75,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",1,0,0
57,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
21,"Male","Ontario","Some Education","YES","Middle Class",1,0,0
77,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
51,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
39,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
34,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
75,"Female","Manitoba","Highly Educated","YES","Middle Class",0,0,0
67,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA,NA
22,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
74,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
63,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
68,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,1
70,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA,NA
40,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
76,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
73,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
65,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
59,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
23,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,1
71,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
69,"Female","Ontario","Some Education","YES","Middle Class",1,0,0
64,"Female","Alberta","Some Education","YES","Middle Class",NA,NA,NA
64,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
29,"Female","British Columbia","Highly Educated","NO","Middle Class",1,0,0
45,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
27,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
48,"Male","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
67,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
36,"Male","British Columbia","Some Education","YES","Middle Class",0,0,0
33,"Male","Quebec","Some Education","NO","Middle Class",NA,NA,NA
70,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
41,"Female","Quebec","Some Education","YES","Middle Class",0,0,1
25,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0,0
53,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
70,"Male","British Columbia","Some Education","YES","Middle Class",1,0,0
69,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
50,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
20,"Male","Quebec","Some Education","NO","Middle Class",0,0,1
53,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0,0
52,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
27,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
59,"Female","British Columbia","Some Education","NO","Middle Class",0,1,0
74,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA,NA
63,"Female","British Columbia","Highly Educated","NO","Middle Class",0,1,0
35,"Male","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
38,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
75,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
40,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
25,"Female","Alberta","Some Education","YES","Middle Class",0,1,0
34,"Female","British Columbia","Highly Educated","YES","Middle Class",0,1,0
50,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
62,"Male","Alberta","Some Education","NO","Middle Class",0,0,1
32,"Male","Quebec","Highly Educated","NO","Middle Class",NA,NA,NA
57,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
72,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
40,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
47,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0,0
77,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
75,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
70,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
57,"Female","Ontario","Highly Educated","NO","Middle Class",1,0,0
61,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
47,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
34,"Male","Manitoba","Some Education","YES","Middle Class",0,0,1
62,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
65,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,1,0
32,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",0,0,1
60,"Female","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
71,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,0
53,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
76,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
51,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
65,"Female","Nova Scotia","Some Education","YES","Middle Class",NA,NA,NA
33,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
21,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,1
50,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
38,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
65,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
63,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
59,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
56,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
69,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",1,0,0
56,"Female","Ontario","Highly Educated","YES","Middle Class",0,0,0
51,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
28,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
80,"Male","Ontario","Some Education","NO","Middle Class",0,0,1
64,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
40,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,1
76,"Female","Ontario","Some Education","NO","Middle Class",0,0,1
48,"Female","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
62,"Female","Quebec","Some Education","NO","Middle Class",0,0,0
70,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,0
38,"Female","Nova Scotia","Some Education","YES","Middle Class",0,1,0
64,"Female","Quebec","Some Education","YES","Middle Class",0,1,0
31,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA,NA
43,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0,1
35,"Female","Ontario","Some Education","NO","Middle Class",0,0,1
73,"Male","Quebec","Highly Educated","YES","Middle Class",1,0,0
32,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
67,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
57,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
41,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
57,"Female","Ontario","Highly Educated","NO","Middle Class",0,1,0
44,"Male","Nova Scotia","Highly Educated","NO","Middle Class",1,0,0
53,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
52,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
68,"Male","Ontario","Some Education","YES","Middle Class",1,0,0
58,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
75,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
69,"Female","Ontario","Some Education","NO","Middle Class",NA,NA,NA
50,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
24,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,1
44,"Female","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,1
72,"Female","Alberta","Some Education","YES","Middle Class",0,0,0
77,"Male","Ontario","Some Education","NO","Middle Class",0,0,0
46,"Male","Ontario","Some Education","YES","Middle Class",0,0,1
53,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
24,"Male","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,0,1
53,"Male","Ontario","Some Education","NO","Middle Class",NA,NA,NA
62,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
74,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
35,"Male","Quebec","Some Education","NO","Middle Class",0,0,1
51,"Female","Manitoba","Some Education","YES","Middle Class",1,0,0
69,"Male","Manitoba","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
30,"Male","Alberta","Highly Educated","YES","Middle Class",1,0,0
34,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
60,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA,NA
27,"Female","Quebec","Some Education","YES","Middle Class",0,1,0
47,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
27,"Female","Ontario","Some Education","NO","Middle Class",NA,NA,NA
79,"Female","Ontario","Some Education","NO","Upper Middle Class to Wealthy",0,0,0
36,"Male","Quebec","Highly Educated","YES","Middle Class",1,0,0
73,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
58,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor",1,0,0
76,"Male","Alberta","Highly Educated","YES","Middle Class",0,0,0
40,"Male","Ontario","Highly Educated","NO","Middle Class",0,0,0
44,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
33,"Female","Alberta","Some Education","NO","Middle Class",NA,NA,NA
26,"Male","Quebec","Some Education","YES","Middle Class",0,1,0
33,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0,0
36,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
47,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
22,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
26,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
63,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,0
32,"Male","Nova Scotia","Some Education","NO","Middle Class",0,0,1
39,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
70,"Female","Saskatchewan","Some Education","YES","Middle Class",NA,NA,NA
39,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
33,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
48,"Female","Quebec","Some Education","YES","Middle Class",0,1,0
21,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",1,0,0
46,"Male","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
19,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
69,"Female","Alberta","Some Education","YES","Middle Class",0,1,0
65,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0,0
41,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA,NA
49,"Female","Quebec","Some Education","YES","Middle Class",0,1,0
50,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
75,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
79,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
57,"Female","Quebec","Some Education","NO","Middle Class",0,0,0
60,"Female","Manitoba","Some Education","YES","Middle Class",1,0,0
47,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",0,1,0
77,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
64,"Male","Ontario","Some Education","YES","Middle Class",0,0,0
74,"Male","Alberta","Limited Education","YES","Lower Middle Class to Poor",NA,NA,NA
70,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
55,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
64,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0,1
72,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
71,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
20,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
22,"Female","Quebec","Some Education","NO","Middle Class",0,0,1
76,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0,0
75,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
39,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
33,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
56,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
29,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
30,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0,1
72,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0,0
74,"Female","Alberta","Some Education","YES","Middle Class",NA,NA,NA
57,"Male","British Columbia","Highly Educated","NO","Middle Class",1,0,0
31,"Male","Nova Scotia","Highly Educated","NO","Middle Class",0,1,0
52,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,1,0
78,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1,0
81,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",0,1,0
36,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0,1
83,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
36,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
38,"Male","Saskatchewan","Some Education","NO","Lower Middle Class to Poor",0,0,1
63,"Male","Quebec","Highly Educated","NO","Middle Class",0,0,0
76,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
