"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative"
48,"Female","Quebec","High Education","YES","Middle Class",NA,NA
48,"Female","Quebec","High Education","NO","Middle Class",NA,NA
52,"Male","Alberta","High Education","YES","Middle Class",0,1
73,"Female","British Columbia","High Education","NO","Middle Class",0,0
61,"Male","British Columbia","Some Education","YES","Lower Class",0,0
48,"Female","Quebec","High Education","YES","Middle Class",0,1
42,"Female","Alberta","High Education","NO","Middle Class",0,0
68,"Female","Alberta","High Education","NO","Middle Class",0,0
39,"Female","Quebec","High Education","YES","Upper Class",0,1
27,"Male","Quebec","High Education","YES","Lower Class",NA,NA
66,"Male","Quebec","Some Education","NO","Middle Class",0,0
53,"Female","Quebec","Some Education","YES","Upper Class",1,0
56,"Female","Ontario","Some Education","YES","Upper Class",0,1
73,"Male","British Columbia","Some Education","YES","Lower Class",NA,NA
34,"Male","Alberta","Some Education","NO","Lower Class",NA,NA
53,"Female","Ontario","Some Education","YES","Lower Class",0,0
31,"Female","Quebec","Some Education","YES","Lower Class",0,0
63,"Female","Alberta","High Education","YES","Upper Class",0,1
51,"Female","Quebec","Some Education","YES","Upper Class",0,0
31,"Female","Quebec","Some Education","NO","Middle Class",0,1
49,"Male","Quebec","Some Education","YES","Upper Class",0,1
76,"Male","Quebec","Some Education","YES","Middle Class",1,0
79,"Male","Quebec","Some Education","YES","Middle Class",1,0
61,"Male","Quebec","Some Education","YES","Middle Class",0,1
46,"Female","Alberta","High Education","NO","Middle Class",1,0
67,"Male","Ontario","High Education","YES","Middle Class",1,0
38,"Female","Alberta","Some Education","YES","Middle Class",0,1
82,"Female","Quebec","Some Education","YES","Middle Class",0,1
49,"Male","British Columbia","Some Education","NO","Upper Class",1,0
29,"Female","Quebec","High Education","YES","Upper Class",1,0
62,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
21,"Male","Alberta","Some Education","YES","Lower Class",0,0
63,"Female","Quebec","High Education","NO","Middle Class",1,0
71,"Male","British Columbia","Some Education","YES","Middle Class",0,0
41,"Female","Nova Scotia","High Education","YES","Middle Class",0,0
24,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
27,"Male","Quebec","High Education","NO","Lower Class",0,0
44,"Male","Quebec","High Education","YES","Middle Class",0,0
61,"Female","British Columbia","Some Education","YES","Middle Class",0,1
23,"Female","British Columbia","Some Education","YES","Middle Class",1,0
20,"Male","New Brunswick","Some Education","YES","Lower Class",0,0
55,"Female","British Columbia","High Education","YES","Middle Class",0,0
34,"Male","New Brunswick","Some Education","NO","Lower Class",0,0
62,"Female","New Brunswick","Some Education","YES","Middle Class",0,0
56,"Female","Quebec","Some Education","YES","Upper Class",0,1
36,"Female","Quebec","High Education","YES","Upper Class",1,0
40,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
60,"Female","Quebec","High Education","NO","Upper Class",1,0
51,"Female","British Columbia","High Education","YES","Middle Class",0,0
30,"Female","Quebec","Some Education","NO","Lower Class",1,0
73,"Female","Alberta","Some Education","YES","Upper Class",0,1
75,"Female","Manitoba","High Education","YES","Middle Class",1,0
75,"Male","British Columbia","High Education","YES","Upper Class",NA,NA
59,"Male","New Brunswick","Some Education","YES","Middle Class",0,0
53,"Female","British Columbia","High Education","YES","Upper Class",1,0
67,"Female","British Columbia","Some Education","YES","Lower Class",1,0
42,"Male","Alberta","Some Education","NO","Upper Class",NA,NA
66,"Female","Quebec","Some Education","YES","Middle Class",1,0
37,"Male","Alberta","Some Education","YES","Lower Class",0,1
27,"Female","Manitoba","Some Education","YES","Lower Class",NA,NA
41,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
49,"Male","Ontario","High Education","YES","Lower Class",NA,NA
63,"Male","Quebec","Some Education","NO","Lower Class",0,0
49,"Female","Alberta","High Education","YES","Upper Class",0,0
68,"Female","Manitoba","Some Education","YES","Middle Class",0,0
26,"Male","Quebec","High Education","NO","Lower Class",NA,NA
27,"Female","British Columbia","High Education","NO","Middle Class",1,0
37,"Female","Alberta","High Education","YES","Middle Class",NA,NA
42,"Female","Quebec","Some Education","YES","Lower Class",0,1
57,"Male","Alberta","Some Education","YES","Lower Class",0,0
22,"Female","British Columbia","High Education","NO","Lower Class",0,0
45,"Male","British Columbia","High Education","YES","Upper Class",0,1
76,"Female","Manitoba","Some Education","NO","Middle Class",NA,NA
67,"Male","Quebec","High Education","YES","Middle Class",NA,NA
39,"Female","Quebec","High Education","NO","Upper Class",0,1
61,"Female","Manitoba","High Education","YES","Middle Class",NA,NA
70,"Female","Ontario","High Education","YES","Middle Class",NA,NA
31,"Female","Alberta","High Education","YES","Lower Class",1,0
47,"Male","Manitoba","High Education","YES","Upper Class",0,1
25,"Female","Quebec","High Education","YES","Middle Class",NA,NA
32,"Male","Quebec","High Education","NO","Middle Class",1,0
28,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
46,"Female","Quebec","Some Education","NO","Lower Class",0,0
55,"Male","Ontario","Some Education","YES","Lower Class",0,1
67,"Female","Quebec","High Education","YES","Lower Class",1,0
22,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
31,"Female","Quebec","High Education","NO","Middle Class",NA,NA
68,"Male","New Brunswick","Some Education","YES","Middle Class",NA,NA
91,"Female","Quebec","Some Education","YES","Middle Class",0,1
65,"Male","Alberta","Some Education","YES","Upper Class",0,1
49,"Female","Quebec","Some Education","NO","Middle Class",0,0
35,"Female","Alberta","High Education","YES","Middle Class",0,0
47,"Male","Manitoba","Some Education","YES","Middle Class",0,1
53,"Male","Quebec","High Education","YES","Upper Class",0,1
54,"Female","Quebec","Some Education","YES","Lower Class",0,0
57,"Female","Ontario","Some Education","NO","Lower Class",0,0
24,"Female","Quebec","High Education","NO","Upper Class",NA,NA
46,"Male","Alberta","Some Education","YES","Lower Class",0,0
41,"Female","Quebec","High Education","YES","Middle Class",0,0
31,"Male","Quebec","High Education","YES","Middle Class",NA,NA
57,"Male","Alberta","Some Education","YES","Lower Class",1,0
38,"Male","Alberta","High Education","YES","Middle Class",0,0
60,"Female","Ontario","Some Education","YES","Lower Class",0,0
21,"Female","Alberta","Some Education","YES","Lower Class",0,1
45,"Female","New Brunswick","High Education","YES","Middle Class",0,1
20,"Female","Quebec","Some Education","YES","Upper Class",0,1
67,"Male","British Columbia","High Education","NO","Lower Class",0,0
60,"Male","Ontario","Some Education","NO","Lower Class",0,0
45,"Female","British Columbia","Some Education","NO","Upper Class",0,0
67,"Female","Quebec","Some Education","YES","Middle Class",0,1
62,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
59,"Male","Quebec","High Education","YES","Lower Class",NA,NA
20,"Female","Quebec","Some Education","YES","Middle Class",1,0
46,"Male","Quebec","Some Education","YES","Middle Class",1,0
58,"Female","Alberta","Some Education","YES","Upper Class",0,0
74,"Female","Manitoba","Some Education","NO","Lower Class",1,0
45,"Male","Ontario","Some Education","YES","Lower Class",1,0
41,"Male","Quebec","High Education","NO","Upper Class",0,0
68,"Female","Quebec","Some Education","YES","Lower Class",0,1
46,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
77,"Male","Ontario","Some Education","YES","Lower Class",NA,NA
69,"Female","British Columbia","Some Education","NO","Upper Class",0,0
69,"Male","Quebec","Some Education","YES","Lower Class",0,0
30,"Male","Quebec","High Education","NO","Upper Class",1,0
66,"Male","Quebec","High Education","YES","Upper Class",0,1
66,"Female","British Columbia","High Education","YES","Middle Class",1,0
31,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
78,"Female","British Columbia","Some Education","NO","Lower Class",1,0
75,"Female","Manitoba","High Education","YES","Lower Class",1,0
61,"Male","British Columbia","Some Education","YES","Lower Class",0,0
41,"Male","British Columbia","High Education","NO","Middle Class",NA,NA
50,"Female","British Columbia","High Education","YES","Upper Class",1,0
43,"Female","Manitoba","Some Education","NO","Middle Class",0,1
66,"Female","Alberta","Some Education","YES","Middle Class",0,1
64,"Male","Quebec","Some Education","YES","Lower Class",0,0
38,"Female","Quebec","Some Education","YES","Middle Class",0,0
62,"Female","Quebec","High Education","YES","Lower Class",NA,NA
90,"Male","Quebec","Some Education","YES","Middle Class",1,0
70,"Male","British Columbia","High Education","YES","Middle Class",NA,NA
54,"Female","Quebec","High Education","YES","Lower Class",0,0
68,"Female","British Columbia","High Education","YES","Middle Class",NA,NA
20,"Male","Quebec","Some Education","NO","Lower Class",0,0
50,"Male","Quebec","High Education","YES","Lower Class",1,0
76,"Male","Quebec","High Education","YES","Lower Class",1,0
64,"Female","British Columbia","Some Education","NO","Lower Class",0,0
71,"Female","Quebec","High Education","YES","Lower Class",NA,NA
49,"Female","Alberta","Some Education","YES","Lower Class",1,0
41,"Female","Quebec","Some Education","NO","Middle Class",NA,NA
25,"Male","New Brunswick","Some Education","YES","Middle Class",0,1
81,"Female","Alberta","High Education","YES","Upper Class",NA,NA
46,"Male","Ontario","High Education","YES","Upper Class",1,0
52,"Male","Manitoba","High Education","YES","Middle Class",0,0
79,"Male","Quebec","Some Education","YES","Middle Class",1,0
20,"Male","British Columbia","Some Education","NO","Upper Class",1,0
51,"Female","Quebec","High Education","NO","Upper Class",1,0
73,"Male","Quebec","High Education","YES","Lower Class",1,0
67,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
34,"Male","New Brunswick","Some Education","YES","Middle Class",NA,NA
66,"Female","New Brunswick","Some Education","YES","Lower Class",NA,NA
45,"Female","Manitoba","High Education","YES","Middle Class",0,1
67,"Male","Alberta","Some Education","NO","Lower Class",0,1
53,"Female","Quebec","High Education","NO","Middle Class",0,1
28,"Female","Quebec","High Education","NO","Middle Class",0,0
31,"Female","Quebec","High Education","YES","Lower Class",0,0
48,"Female","Quebec","Some Education","NO","Middle Class",1,0
65,"Male","Quebec","High Education","YES","Lower Class",0,1
87,"Female","Quebec","High Education","YES","Lower Class",0,1
50,"Male","Quebec","Some Education","NO","Middle Class",1,0
32,"Female","Quebec","Some Education","YES","Middle Class",0,0
40,"Female","British Columbia","High Education","YES","Lower Class",NA,NA
56,"Female","New Brunswick","Some Education","YES","Middle Class",NA,NA
41,"Male","New Brunswick","High Education","NO","Upper Class",0,0
34,"Female","Alberta","High Education","YES","Middle Class",0,1
60,"Male","Quebec","Some Education","YES","Upper Class",NA,NA
57,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
46,"Male","Ontario","Some Education","NO","Upper Class",0,1
32,"Male","Manitoba","High Education","YES","Middle Class",0,1
33,"Male","Quebec","Some Education","YES","Upper Class",0,0
59,"Female","British Columbia","High Education","NO","Upper Class",0,1
34,"Male","Quebec","Some Education","NO","Middle Class",1,0
81,"Male","Quebec","High Education","YES","Middle Class",0,1
73,"Female","Ontario","High Education","YES","Middle Class",NA,NA
71,"Female","Quebec","High Education","NO","Upper Class",NA,NA
42,"Female","British Columbia","High Education","NO","Upper Class",0,0
41,"Male","Manitoba","High Education","NO","Upper Class",1,0
55,"Male","Quebec","High Education","YES","Middle Class",1,0
57,"Female","Quebec","Some Education","YES","Lower Class",0,0
39,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
65,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
28,"Female","Prince Edward Island","Some Education","NO","Middle Class",0,0
63,"Female","Quebec","High Education","NO","Middle Class",1,0
65,"Female","Quebec","High Education","YES","Lower Class",1,0
32,"Male","British Columbia","High Education","YES","Lower Class",0,1
28,"Female","Alberta","Some Education","YES","Lower Class",0,1
74,"Male","Quebec","Some Education","YES","Middle Class",0,1
56,"Female","Quebec","Some Education","YES","Middle Class",1,0
39,"Female","Quebec","High Education","NO","Middle Class",NA,NA
32,"Male","Ontario","High Education","NO","Middle Class",1,0
37,"Female","Alberta","Some Education","NO","Middle Class",0,1
76,"Female","British Columbia","High Education","NO","Upper Class",NA,NA
30,"Male","Newfoundland and Labrador","High Education","YES","Lower Class",1,0
33,"Female","Quebec","High Education","NO","Middle Class",1,0
45,"Female","Quebec","Some Education","YES","Middle Class",0,1
37,"Male","Quebec","High Education","YES","Middle Class",NA,NA
31,"Male","Ontario","High Education","YES","Middle Class",NA,NA
59,"Female","Alberta","High Education","NO","Lower Class",1,0
34,"Male","Quebec","High Education","YES","Upper Class",1,0
48,"Male","Quebec","Some Education","YES","Lower Class",0,0
40,"Female","Quebec","High Education","YES","Lower Class",NA,NA
54,"Female","Quebec","Some Education","YES","Middle Class",0,0
58,"Female","Quebec","Some Education","YES","Lower Class",0,1
31,"Male","British Columbia","High Education","YES","Lower Class",0,1
59,"Male","Ontario","Some Education","YES","Lower Class",NA,NA
59,"Female","Alberta","Some Education","NO","Middle Class",1,0
46,"Female","Alberta","Some Education","YES","Lower Class",NA,NA
66,"Male","Quebec","High Education","YES","Upper Class",1,0
27,"Male","British Columbia","Some Education","YES","Middle Class",0,0
55,"Female","Alberta","Some Education","YES","Middle Class",0,0
38,"Male","Quebec","Some Education","NO","Middle Class",NA,NA
19,"Male","Alberta","Some Education","YES","Middle Class",0,0
64,"Male","Quebec","Some Education","NO","Middle Class",0,1
46,"Female","Alberta","Some Education","NO","Upper Class",1,0
58,"Female","British Columbia","Some Education","NO","Lower Class",0,0
68,"Female","Quebec","High Education","NO","Lower Class",NA,NA
64,"Female","Quebec","Some Education","YES","Lower Class",0,0
83,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
55,"Male","Quebec","Some Education","YES","Middle Class",0,1
64,"Female","Alberta","Some Education","YES","Upper Class",NA,NA
64,"Female","Alberta","High Education","NO","Upper Class",1,0
74,"Female","British Columbia","Some Education","YES","Lower Class",NA,NA
79,"Female","Quebec","Some Education","YES","Middle Class",0,1
70,"Female","Alberta","High Education","YES","Lower Class",NA,NA
31,"Female","Quebec","High Education","NO","Upper Class",0,1
76,"Male","British Columbia","High Education","YES","Middle Class",0,1
28,"Female","British Columbia","High Education","YES","Upper Class",0,0
69,"Male","Alberta","Some Education","NO","Middle Class",0,1
35,"Female","British Columbia","Some Education","YES","Middle Class",0,0
20,"Male","British Columbia","Some Education","YES","Middle Class",0,0
76,"Male","Manitoba","Some Education","NO","Middle Class",1,0
61,"Female","Quebec","Some Education","YES","Middle Class",0,0
39,"Male","Alberta","High Education","NO","Upper Class",1,0
52,"Male","Quebec","High Education","NO","Upper Class",0,0
74,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
74,"Male","Quebec","Some Education","NO","Middle Class",0,0
29,"Male","Quebec","High Education","NO","Upper Class",0,0
60,"Female","Quebec","Some Education","YES","Middle Class",1,0
28,"Male","New Brunswick","High Education","YES","Middle Class",0,0
75,"Female","Quebec","High Education","NO","Lower Class",0,0
69,"Male","Quebec","Some Education","YES","Lower Class",0,0
80,"Male","Quebec","Some Education","YES","Middle Class",0,1
36,"Female","Quebec","Some Education","NO","Middle Class",1,0
36,"Male","Quebec","High Education","YES","Middle Class",0,0
58,"Female","Quebec","Some Education","YES","Middle Class",1,0
49,"Male","Quebec","High Education","YES","Upper Class",1,0
38,"Male","Quebec","High Education","YES","Middle Class",NA,NA
63,"Male","British Columbia","Some Education","YES","Lower Class",0,1
69,"Male","British Columbia","High Education","YES","Middle Class",1,0
19,"Female","Quebec","Some Education","YES","Upper Class",NA,NA
40,"Female","Quebec","Some Education","NO","Lower Class",0,1
41,"Female","Alberta","Some Education","YES","Lower Class",0,0
84,"Male","Quebec","Some Education","YES","Lower Class",0,0
68,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
68,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
61,"Male","Quebec","Some Education","YES","Lower Class",0,0
33,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
63,"Male","Quebec","High Education","YES","Middle Class",0,1
63,"Female","Quebec","Some Education","YES","Middle Class",0,0
33,"Female","Quebec","Some Education","NO","Middle Class",0,0
83,"Female","New Brunswick","Some Education","NO","Middle Class",NA,NA
44,"Male","New Brunswick","Some Education","NO","Lower Class",0,0
45,"Female","Quebec","High Education","YES","Middle Class",NA,NA
65,"Male","Quebec","High Education","YES","Middle Class",NA,NA
52,"Male","Quebec","High Education","YES","Upper Class",0,1
72,"Female","British Columbia","High Education","NO","Lower Class",0,1
43,"Female","Quebec","Some Education","YES","Middle Class",0,1
48,"Female","New Brunswick","Some Education","NO","Middle Class",0,0
25,"Male","Alberta","Some Education","YES","Lower Class",0,1
45,"Female","Manitoba","High Education","YES","Upper Class",0,1
57,"Male","Quebec","High Education","YES","Middle Class",0,0
19,"Female","Quebec","Some Education","NO","Upper Class",1,0
69,"Male","Alberta","High Education","NO","Middle Class",NA,NA
19,"Female","Quebec","Some Education","NO","Lower Class",NA,NA
72,"Male","British Columbia","Some Education","YES","Lower Class",NA,NA
52,"Female","Quebec","High Education","YES","Lower Class",0,0
75,"Female","Alberta","Some Education","NO","Middle Class",NA,NA
70,"Female","Ontario","High Education","YES","Middle Class",1,0
66,"Male","Quebec","High Education","YES","Upper Class",0,1
38,"Male","Alberta","High Education","YES","Upper Class",0,0
74,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
64,"Male","Alberta","Some Education","YES","Upper Class",0,1
71,"Female","New Brunswick","High Education","YES","Lower Class",1,0
76,"Female","Quebec","High Education","YES","Upper Class",1,0
69,"Female","Quebec","High Education","YES","Middle Class",0,1
52,"Female","Quebec","High Education","YES","Middle Class",0,0
62,"Female","Quebec","Some Education","YES","Lower Class",0,0
23,"Male","Quebec","High Education","YES","Lower Class",NA,NA
42,"Male","Quebec","High Education","YES","Lower Class",NA,NA
74,"Male","Alberta","High Education","YES","Middle Class",NA,NA
35,"Female","Newfoundland and Labrador","High Education","YES","Upper Class",1,0
64,"Male","Alberta","High Education","YES","Middle Class",0,1
50,"Female","Alberta","High Education","YES","Upper Class",0,0
69,"Female","Alberta","Some Education","YES","Lower Class",0,1
54,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
48,"Female","Ontario","Some Education","YES","Lower Class",NA,NA
54,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
68,"Female","British Columbia","Some Education","YES","Lower Class",0,0
57,"Male","British Columbia","Some Education","NO","Lower Class",NA,NA
21,"Female","Quebec","High Education","NO","Lower Class",0,0
70,"Male","Quebec","Some Education","NO","Lower Class",0,0
36,"Female","British Columbia","Some Education","YES","Middle Class",0,0
70,"Male","Alberta","High Education","YES","Middle Class",1,0
66,"Male","Alberta","High Education","YES","Middle Class",NA,NA
22,"Female","British Columbia","Some Education","YES","Lower Class",0,1
59,"Female","Ontario","High Education","YES","Middle Class",0,0
67,"Female","British Columbia","Some Education","NO","Middle Class",0,0
43,"Male","New Brunswick","Some Education","YES","Middle Class",0,1
63,"Female","Alberta","High Education","NO","Lower Class",NA,NA
57,"Female","Quebec","Some Education","YES","Middle Class",1,0
69,"Male","British Columbia","Some Education","YES","Lower Class",0,0
32,"Male","British Columbia","High Education","YES","Middle Class",NA,NA
71,"Female","Quebec","Some Education","NO","Lower Class",0,1
77,"Female","British Columbia","High Education","YES","Upper Class",0,1
53,"Male","Quebec","High Education","YES","Middle Class",0,1
24,"Male","Alberta","Some Education","YES","Upper Class",NA,NA
54,"Male","Quebec","High Education","YES","Upper Class",0,0
40,"Male","Alberta","Some Education","YES","Middle Class",0,0
70,"Female","Alberta","High Education","YES","Lower Class",1,0
63,"Female","Quebec","High Education","YES","Middle Class",0,1
23,"Female","Quebec","High Education","YES","Middle Class",0,1
64,"Female","Quebec","Some Education","YES","Upper Class",0,0
63,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
73,"Male","British Columbia","Some Education","YES","Lower Class",NA,NA
72,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
75,"Female","Quebec","High Education","YES","Upper Class",0,1
60,"Male","New Brunswick","Some Education","YES","Middle Class",1,0
37,"Female","Ontario","High Education","YES","Middle Class",1,0
41,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
34,"Male","Alberta","High Education","YES","Middle Class",NA,NA
24,"Female","Quebec","High Education","YES","Middle Class",0,0
20,"Female","Quebec","Some Education","YES","Middle Class",0,1
60,"Female","Ontario","Some Education","YES","Lower Class",0,0
68,"Male","Quebec","Some Education","YES","Middle Class",1,0
64,"Male","Alberta","High Education","YES","Middle Class",0,0
29,"Female","Alberta","Some Education","NO","Lower Class",0,0
63,"Female","British Columbia","High Education","YES","Lower Class",NA,NA
74,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
29,"Male","British Columbia","High Education","NO","Lower Class",0,0
72,"Female","Alberta","High Education","YES","Middle Class",NA,NA
65,"Female","Alberta","Some Education","NO","Upper Class",0,1
70,"Female","Saskatchewan","High Education","NO","Middle Class",0,1
46,"Female","Manitoba","High Education","YES","Middle Class",0,0
70,"Female","Quebec","High Education","YES","Middle Class",1,0
47,"Male","Alberta","Some Education","YES","Middle Class",0,0
61,"Female","British Columbia","Some Education","NO","Lower Class",NA,NA
64,"Male","New Brunswick","Some Education","YES","Middle Class",NA,NA
64,"Female","British Columbia","Some Education","YES","Lower Class",0,0
66,"Male","Quebec","High Education","YES","Middle Class",0,0
69,"Female","Quebec","Some Education","YES","Lower Class",1,0
68,"Female","British Columbia","High Education","NO","Middle Class",NA,NA
58,"Male","New Brunswick","High Education","YES","Middle Class",1,0
46,"Female","New Brunswick","Some Education","YES","Middle Class",NA,NA
40,"Female","Nova Scotia","Some Education","YES","Lower Class",0,0
45,"Male","Alberta","Some Education","NO","Upper Class",0,1
52,"Female","British Columbia","High Education","YES","Upper Class",1,0
59,"Female","British Columbia","Some Education","YES","Middle Class",0,0
24,"Female","British Columbia","Some Education","NO","Lower Class",0,0
51,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
75,"Male","Quebec","High Education","YES","Upper Class",NA,NA
32,"Male","British Columbia","Some Education","NO","Lower Class",NA,NA
37,"Female","British Columbia","High Education","YES","Upper Class",1,0
55,"Male","Quebec","Some Education","YES","Upper Class",1,0
81,"Female","Quebec","High Education","YES","Middle Class",0,1
27,"Male","New Brunswick","High Education","NO","Middle Class",NA,NA
69,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
46,"Female","Quebec","High Education","NO","Middle Class",NA,NA
58,"Male","Alberta","High Education","NO","Upper Class",1,0
65,"Male","Quebec","Some Education","NO","Middle Class",1,0
44,"Male","Newfoundland and Labrador","Some Education","YES","Lower Class",0,1
39,"Male","Quebec","Some Education","YES","Middle Class",0,0
82,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
72,"Female","Manitoba","High Education","YES","Lower Class",1,0
62,"Male","Ontario","High Education","NO","Lower Class",0,0
66,"Female","Alberta","Some Education","NO","Lower Class",1,0
25,"Female","British Columbia","High Education","YES","Middle Class",1,0
59,"Male","Alberta","Some Education","YES","Lower Class",0,1
35,"Male","Manitoba","Some Education","YES","Lower Class",NA,NA
20,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
66,"Male","Alberta","Some Education","NO","Upper Class",0,1
61,"Female","Ontario","Some Education","NO","Middle Class",1,0
29,"Male","Alberta","High Education","NO","Upper Class",0,0
37,"Female","Quebec","Some Education","YES","Middle Class",0,0
65,"Female","Quebec","Some Education","YES","Upper Class",1,0
39,"Male","Alberta","Some Education","YES","Upper Class",0,0
68,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
28,"Male","Alberta","High Education","YES","Lower Class",NA,NA
26,"Male","Quebec","High Education","YES","Lower Class",1,0
35,"Female","Quebec","High Education","YES","Upper Class",0,1
55,"Female","Quebec","Some Education","YES","Lower Class",0,1
46,"Female","Alberta","High Education","YES","Middle Class",1,0
68,"Female","Quebec","Some Education","YES","Middle Class",0,0
27,"Female","Quebec","High Education","YES","Middle Class",0,0
39,"Male","Quebec","Some Education","YES","Upper Class",0,0
19,"Female","British Columbia","Some Education","NO","Lower Class",NA,NA
55,"Female","Ontario","Some Education","NO","Middle Class",1,0
63,"Male","Quebec","High Education","NO","Upper Class",NA,NA
51,"Female","Quebec","Some Education","NO","Lower Class",NA,NA
42,"Female","Quebec","Some Education","NO","Upper Class",NA,NA
64,"Male","Alberta","Some Education","YES","Middle Class",1,0
35,"Female","British Columbia","High Education","YES","Upper Class",1,0
72,"Female","Quebec","High Education","YES","Upper Class",0,1
64,"Female","Quebec","High Education","YES","Middle Class",0,1
71,"Male","British Columbia","High Education","NO","Lower Class",0,0
44,"Male","Quebec","High Education","YES","Middle Class",1,0
79,"Male","British Columbia","Some Education","NO","Middle Class",0,1
61,"Female","British Columbia","Some Education","NO","Middle Class",1,0
79,"Female","Alberta","Some Education","YES","Middle Class",0,1
30,"Male","Ontario","Some Education","NO","Lower Class",0,0
71,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
31,"Male","Quebec","High Education","NO","Lower Class",NA,NA
25,"Male","Alberta","High Education","YES","Middle Class",NA,NA
46,"Female","Alberta","Some Education","NO","Middle Class",0,1
73,"Female","Quebec","High Education","NO","Middle Class",NA,NA
59,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
52,"Male","Quebec","Some Education","YES","Middle Class",1,0
73,"Male","British Columbia","High Education","YES","Upper Class",0,0
53,"Female","Manitoba","Some Education","YES","Lower Class",0,0
69,"Male","British Columbia","Some Education","YES","Middle Class",0,1
39,"Female","British Columbia","High Education","NO","Middle Class",NA,NA
43,"Male","Quebec","Some Education","NO","Middle Class",0,1
72,"Female","Quebec","High Education","YES","Middle Class",NA,NA
32,"Male","Quebec","High Education","YES","Middle Class",0,0
24,"Male","New Brunswick","High Education","YES","Lower Class",0,0
67,"Female","Quebec","Some Education","YES","Middle Class",0,1
41,"Female","Quebec","High Education","YES","Middle Class",NA,NA
48,"Male","Alberta","High Education","YES","Middle Class",0,1
57,"Male","Manitoba","High Education","YES","Middle Class",1,0
21,"Female","Quebec","Some Education","NO","Lower Class",NA,NA
56,"Male","Quebec","High Education","YES","Upper Class",1,0
30,"Male","Quebec","High Education","YES","Upper Class",0,0
30,"Female","British Columbia","High Education","NO","Middle Class",0,0
35,"Male","New Brunswick","Some Education","YES","Lower Class",NA,NA
59,"Male","Quebec","Some Education","YES","Upper Class",0,0
57,"Female","British Columbia","Some Education","YES","Middle Class",0,1
78,"Female","Alberta","Some Education","YES","Lower Class",0,1
68,"Female","Manitoba","Some Education","NO","Middle Class",1,0
26,"Male","Quebec","High Education","NO","Lower Class",NA,NA
71,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
18,"Female","Alberta","Some Education","YES","Lower Class",0,0
34,"Male","British Columbia","High Education","YES","Middle Class",0,0
24,"Female","Quebec","Some Education","YES","Lower Class",0,0
32,"Female","Quebec","High Education","YES","Middle Class",1,0
71,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
33,"Female","Quebec","High Education","NO","Middle Class",0,0
38,"Female","Quebec","High Education","YES","Middle Class",NA,NA
66,"Female","Manitoba","High Education","YES","Middle Class",NA,NA
23,"Male","Alberta","High Education","NO","Lower Class",NA,NA
33,"Male","British Columbia","High Education","NO","Middle Class",0,0
71,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
55,"Male","Quebec","High Education","YES","Middle Class",NA,NA
26,"Female","Quebec","Some Education","YES","Upper Class",0,0
36,"Female","British Columbia","High Education","NO","Lower Class",0,0
50,"Female","Quebec","High Education","YES","Lower Class",1,0
76,"Female","Quebec","High Education","YES","Middle Class",0,1
40,"Female","Quebec","High Education","YES","Lower Class",NA,NA
49,"Male","Manitoba","Low Education","YES","Lower Class",0,1
24,"Male","British Columbia","High Education","YES","Lower Class",NA,NA
41,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
21,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
40,"Female","British Columbia","High Education","YES","Middle Class",1,0
31,"Male","Alberta","Some Education","NO","Middle Class",0,0
67,"Male","Quebec","High Education","NO","Middle Class",0,1
36,"Female","Quebec","High Education","YES","Middle Class",1,0
73,"Female","Alberta","High Education","YES","Middle Class",0,0
