"age","sex","province","education","religion","income_before_tax"
15,"Female","British Columbia","Limited Education","NO","Lower Middle Class to Poor"
43,"Female","Ontario",NA,"YES","Middle Class"
64,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
22,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
66,"Male","Ontario",NA,"YES","Middle Class"
62,"Male","British Columbia","Limited Education","NO",NA
80,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
61,"Male","British Columbia","Highly Educated","NO","Lower Middle Class to Poor"
45,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
73,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
58,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
33,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
37,"Male","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
17,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
36,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
36,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
34,"Male","Ontario","Highly Educated","NO","Middle Class"
56,"Male","Ontario",NA,"YES","Middle Class"
80,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor"
50,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
78,"Male","British Columbia","Highly Educated","YES","Middle Class"
67,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
74,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
23,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
55,"Male","Newfoundland and Labrador","Some Education","YES",NA
57,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor"
75,"Male","British Columbia",NA,"YES","Middle Class"
80,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
33,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
55,"Male","Alberta","Some Education","YES","Middle Class"
63,"Male","Manitoba",NA,"YES","Middle Class"
17,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor"
74,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
46,"Female","Newfoundland and Labrador",NA,"YES","Middle Class"
44,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
68,"Female","Quebec","Highly Educated","YES","Middle Class"
67,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
70,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
20,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
33,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
61,"Female","Quebec",NA,"YES","Middle Class"
56,"Male","Prince Edward Island",NA,"YES","Middle Class"
44,"Male","Quebec",NA,"YES","Upper Middle Class to Wealthy"
80,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
60,"Male","British Columbia",NA,"NO","Middle Class"
78,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
41,"Male","Ontario","Some Education","NO","Middle Class"
64,"Male","New Brunswick",NA,"YES","Middle Class"
44,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
60,"Male","Manitoba",NA,"YES","Middle Class"
70,"Female","British Columbia",NA,"NO","Lower Middle Class to Poor"
61,"Male","Ontario","Some Education","NO","Middle Class"
80,"Female","Ontario","Some Education","YES","Middle Class"
75,"Female","British Columbia",NA,"YES",NA
57,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
31,"Male","Saskatchewan","Some Education","NO","Middle Class"
73,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
71,"Male","Ontario","Some Education","YES","Middle Class"
19,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor"
26,"Female","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor"
66,"Female","Ontario",NA,"YES","Middle Class"
71,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
70,"Female","Prince Edward Island","Highly Educated","YES","Lower Middle Class to Poor"
39,"Female","Alberta","Some Education","YES","Middle Class"
80,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
56,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
36,"Female","New Brunswick",NA,"NO","Lower Middle Class to Poor"
24,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor"
42,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
63,"Female","Newfoundland and Labrador",NA,"YES","Middle Class"
70,"Male","Quebec","Highly Educated","YES","Middle Class"
56,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
31,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
73,"Male","British Columbia",NA,"YES","Upper Middle Class to Wealthy"
29,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
52,"Female","Manitoba","Some Education","YES","Middle Class"
65,"Male","Prince Edward Island","Some Education","YES","Upper Middle Class to Wealthy"
64,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor"
31,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
46,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
28,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor"
77,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor"
70,"Male","Alberta","Highly Educated","YES","Middle Class"
51,"Male","New Brunswick",NA,"YES",NA
20,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
68,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
80,"Male","Ontario","Some Education","YES","Middle Class"
46,"Male","Ontario","Highly Educated","NO",NA
52,"Female","Quebec","Some Education","YES","Middle Class"
60,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
28,"Female","Manitoba","Some Education","NO","Lower Middle Class to Poor"
80,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
32,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
34,"Female","Alberta","Highly Educated","YES","Middle Class"
42,"Male","Quebec",NA,"YES","Middle Class"
41,"Female","Manitoba","Some Education","NO","Middle Class"
33,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
80,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
79,"Male","Ontario",NA,"YES","Upper Middle Class to Wealthy"
60,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
68,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
19,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
69,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
70,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
22,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
43,"Male","Prince Edward Island","Some Education","NO","Lower Middle Class to Poor"
61,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor"
67,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
80,"Male","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
69,"Male","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
50,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
41,"Female","Ontario",NA,"YES","Middle Class"
74,"Male","British Columbia",NA,"YES","Lower Middle Class to Poor"
33,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor"
57,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy"
59,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
15,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
38,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
76,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
28,"Male","Alberta",NA,"YES","Lower Middle Class to Poor"
66,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor"
51,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
70,"Female","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
22,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
57,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
73,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
18,"Female","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
37,"Female","Ontario",NA,"NO","Middle Class"
37,"Female","Quebec",NA,"YES","Middle Class"
26,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
53,"Male","British Columbia",NA,"NO","Lower Middle Class to Poor"
78,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
60,"Male","New Brunswick",NA,"YES","Middle Class"
65,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
68,"Female","Ontario","Highly Educated","YES","Middle Class"
44,"Male","New Brunswick","Limited Education","YES","Middle Class"
25,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
70,"Male","Quebec","Highly Educated","YES","Middle Class"
34,"Male","Quebec",NA,"YES","Upper Middle Class to Wealthy"
64,"Female","Nova Scotia",NA,"YES","Middle Class"
52,"Male","Quebec",NA,"YES","Middle Class"
35,"Female","Ontario",NA,"NO","Middle Class"
75,"Male","Quebec",NA,"YES","Upper Middle Class to Wealthy"
41,"Male","New Brunswick","Highly Educated","NO","Upper Middle Class to Wealthy"
26,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
75,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Alberta","Highly Educated","YES","Middle Class"
73,"Male","Quebec","Highly Educated","YES","Middle Class"
58,"Male","Ontario",NA,"NO","Lower Middle Class to Poor"
36,"Female","Ontario","Highly Educated","NO","Middle Class"
52,"Male","Quebec",NA,"YES","Middle Class"
71,"Male","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
68,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
63,"Female","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
62,"Female","Quebec","Some Education","YES","Middle Class"
59,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
43,"Female","Newfoundland and Labrador","Highly Educated","YES","Middle Class"
32,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor"
74,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
53,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
56,"Male","Quebec","Some Education","YES","Middle Class"
80,"Female","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
55,"Male","Newfoundland and Labrador","Highly Educated","YES","Middle Class"
60,"Female","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
53,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class"
66,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
64,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
45,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
60,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
66,"Male","British Columbia",NA,"YES","Middle Class"
78,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
30,"Male","British Columbia","Highly Educated","NO","Middle Class"
47,"Female","Ontario","Highly Educated","YES","Middle Class"
52,"Female","Quebec","Highly Educated","YES",NA
41,"Male","Manitoba","Highly Educated","NO","Middle Class"
26,"Female","Ontario",NA,"NO","Middle Class"
49,"Male","Ontario","Highly Educated","YES",NA
76,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
63,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
40,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor"
56,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
70,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor"
36,"Male","Quebec","Highly Educated","YES","Middle Class"
70,"Female","Saskatchewan","Highly Educated","YES","Middle Class"
50,"Male","Quebec","Highly Educated","YES","Middle Class"
50,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
41,"Male","Ontario","Some Education","NO","Middle Class"
78,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
47,"Male","Ontario","Limited Education","YES","Middle Class"
39,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
47,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
21,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
37,"Female","New Brunswick","Highly Educated","YES","Middle Class"
71,"Female","Alberta",NA,"NO","Middle Class"
27,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
27,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
50,"Female","Nova Scotia","Highly Educated","YES","Lower Middle Class to Poor"
51,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
37,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
38,"Female","Alberta","Highly Educated","NO","Middle Class"
80,"Male","British Columbia",NA,"YES","Lower Middle Class to Poor"
63,"Male","New Brunswick","Highly Educated","YES","Upper Middle Class to Wealthy"
63,"Female","Prince Edward Island","Limited Education","YES","Lower Middle Class to Poor"
31,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
56,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
25,"Male","Manitoba","Highly Educated","YES","Middle Class"
61,"Male","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
53,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
66,"Female","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor"
31,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
64,"Female","New Brunswick",NA,"YES","Middle Class"
34,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
48,"Female","British Columbia",NA,"NO","Lower Middle Class to Poor"
34,"Male","Quebec",NA,"YES","Upper Middle Class to Wealthy"
58,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor"
56,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
58,"Female","Nova Scotia",NA,"YES","Middle Class"
32,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor"
43,"Male","Alberta",NA,"YES","Middle Class"
54,"Male","Ontario","Some Education","YES","Middle Class"
28,"Female","Saskatchewan","Highly Educated","NO","Lower Middle Class to Poor"
64,"Male","Saskatchewan",NA,"YES","Middle Class"
31,"Female","Ontario","Highly Educated","NO","Middle Class"
74,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
57,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
67,"Male","Ontario","Highly Educated","YES","Middle Class"
78,"Female","Ontario","Highly Educated","YES","Middle Class"
80,"Female","Ontario","Some Education","YES","Middle Class"
23,"Male","Alberta","Limited Education","NO","Lower Middle Class to Poor"
42,"Male","British Columbia",NA,"NO","Lower Middle Class to Poor"
60,"Female","British Columbia",NA,"YES","Middle Class"
46,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
80,"Male","British Columbia","Limited Education","NO","Lower Middle Class to Poor"
37,"Female","Ontario","Highly Educated","YES","Middle Class"
35,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy"
69,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
23,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
30,"Female","Manitoba",NA,"YES","Lower Middle Class to Poor"
59,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
80,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor"
39,"Female","Ontario",NA,"NO","Middle Class"
80,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
34,"Female","Quebec","Highly Educated","YES","Middle Class"
32,"Female","Manitoba","Highly Educated","YES","Middle Class"
38,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
17,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
35,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
47,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
69,"Female","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
65,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
61,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
67,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
61,"Female","Quebec","Some Education","YES","Middle Class"
61,"Male","Quebec","Highly Educated","YES","Middle Class"
66,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor"
37,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
19,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
39,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
72,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
31,"Female","Ontario","Highly Educated","NO","Middle Class"
46,"Female","New Brunswick",NA,"YES","Middle Class"
65,"Male","Nova Scotia","Some Education","YES","Middle Class"
51,"Female","Ontario",NA,"YES","Middle Class"
74,"Male","Quebec","Highly Educated","YES","Middle Class"
64,"Male","British Columbia","Some Education","YES","Middle Class"
39,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
40,"Male","Saskatchewan","Some Education","YES","Middle Class"
77,"Male","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
71,"Female","Ontario",NA,"YES","Middle Class"
59,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
70,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
64,"Male","British Columbia","Limited Education","NO","Middle Class"
33,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
56,"Female","Ontario",NA,"YES","Middle Class"
35,"Male","Manitoba",NA,"YES","Lower Middle Class to Poor"
29,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
80,"Male","Saskatchewan","Some Education","NO","Lower Middle Class to Poor"
42,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
51,"Male","Newfoundland and Labrador",NA,"YES","Middle Class"
68,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
70,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor"
36,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
22,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
80,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
35,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
42,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
80,"Male","Alberta","Some Education","YES","Middle Class"
62,"Female","British Columbia","Highly Educated","NO","Middle Class"
73,"Male","Quebec","Limited Education","YES","Middle Class"
72,"Male","Ontario",NA,"YES","Middle Class"
44,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
59,"Male","Nova Scotia","Limited Education","YES","Middle Class"
72,"Male","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor"
32,"Male","Manitoba",NA,"YES","Lower Middle Class to Poor"
41,"Female","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
68,"Female","Alberta",NA,"YES","Middle Class"
71,"Female","Saskatchewan","Limited Education","YES","Lower Middle Class to Poor"
75,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
56,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
31,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor"
52,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
48,"Male","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
65,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
28,"Male","New Brunswick","Highly Educated","NO","Lower Middle Class to Poor"
51,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
56,"Male","British Columbia","Some Education","NO","Middle Class"
77,"Female","Manitoba",NA,"YES","Lower Middle Class to Poor"
26,"Male","Manitoba",NA,"YES","Lower Middle Class to Poor"
26,"Male","Alberta","Some Education","NO","Upper Middle Class to Wealthy"
69,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
69,"Male","Ontario","Some Education","YES","Middle Class"
69,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
51,"Male","Alberta","Highly Educated","YES",NA
61,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
80,"Male","Saskatchewan","Limited Education","YES","Middle Class"
65,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor"
75,"Male","British Columbia","Some Education","YES","Middle Class"
34,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
58,"Male","Ontario","Limited Education","YES","Middle Class"
49,"Male","Ontario",NA,"YES","Middle Class"
44,"Female","Ontario","Some Education","YES",NA
31,"Female","Ontario",NA,"NO","Middle Class"
34,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor"
46,"Male","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
28,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
55,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
57,"Female","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy"
73,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy"
73,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
25,"Female","Manitoba",NA,"YES","Lower Middle Class to Poor"
33,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor"
30,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
25,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
43,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
40,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
68,"Female","Ontario","Highly Educated","YES","Middle Class"
68,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
72,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
69,"Female","Prince Edward Island","Highly Educated","YES",NA
80,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
20,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
26,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
50,"Female","British Columbia",NA,"YES","Middle Class"
46,"Male","Saskatchewan","Some Education","NO","Lower Middle Class to Poor"
47,"Female","Newfoundland and Labrador","Highly Educated","YES","Middle Class"
41,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor"
45,"Male","Quebec",NA,"YES",NA
39,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
46,"Female","Quebec","Some Education","YES","Middle Class"
59,"Female","Ontario",NA,"YES","Upper Middle Class to Wealthy"
64,"Male","Saskatchewan","Some Education","YES","Middle Class"
66,"Female","Alberta",NA,"NO","Middle Class"
26,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
58,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
66,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
32,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
71,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor"
67,"Female","British Columbia","Some Education","YES","Middle Class"
38,"Female","Nova Scotia",NA,"YES","Middle Class"
80,"Female","Saskatchewan","Limited Education","YES","Lower Middle Class to Poor"
32,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
59,"Male","British Columbia","Some Education","YES","Middle Class"
74,"Male","Ontario","Limited Education","YES","Middle Class"
72,"Female","British Columbia",NA,"NO","Middle Class"
46,"Female","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy"
40,"Male","Alberta",NA,"YES","Lower Middle Class to Poor"
56,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
29,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor"
69,"Female","British Columbia","Highly Educated","YES","Middle Class"
18,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Nova Scotia","Highly Educated","NO","Upper Middle Class to Wealthy"
43,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
28,"Female","Saskatchewan","Some Education","NO","Lower Middle Class to Poor"
37,"Female","Newfoundland and Labrador","Highly Educated","YES","Middle Class"
44,"Female","Ontario",NA,"YES","Middle Class"
31,"Male","Nova Scotia","Some Education","NO","Lower Middle Class to Poor"
42,"Male","Ontario",NA,"YES","Middle Class"
74,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor"
59,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
80,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
39,"Female","Saskatchewan","Highly Educated","YES","Middle Class"
28,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
46,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
52,"Female","Manitoba",NA,"YES","Middle Class"
35,"Female","Nova Scotia","Highly Educated","YES","Middle Class"
16,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
47,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
55,"Female","Manitoba",NA,"YES","Lower Middle Class to Poor"
80,"Male","British Columbia",NA,"YES","Lower Middle Class to Poor"
61,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
31,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
76,"Male","British Columbia",NA,"YES","Middle Class"
58,"Male","Quebec","Some Education","YES","Middle Class"
78,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
66,"Male","British Columbia","Some Education","NO",NA
74,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
68,"Female","Manitoba",NA,"YES","Lower Middle Class to Poor"
67,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
80,"Female","New Brunswick",NA,"YES",NA
67,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
62,"Male","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor"
68,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
33,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor"
25,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor"
69,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
61,"Male","Quebec","Some Education","YES","Middle Class"
16,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
50,"Male","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
24,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
72,"Male","British Columbia",NA,"YES","Middle Class"
65,"Male","Newfoundland and Labrador",NA,"NO","Lower Middle Class to Poor"
78,"Male","New Brunswick",NA,"NO","Lower Middle Class to Poor"
78,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
38,"Male","Ontario","Some Education","YES","Middle Class"
63,"Female","British Columbia",NA,"NO","Lower Middle Class to Poor"
22,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
32,"Male","Ontario",NA,"YES",NA
71,"Male","British Columbia","Highly Educated","YES","Middle Class"
61,"Female","Ontario","Limited Education","YES","Middle Class"
23,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
30,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
80,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
41,"Female","British Columbia","Some Education","YES","Middle Class"
36,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
28,"Male","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
77,"Male","Prince Edward Island","Highly Educated","NO",NA
63,"Female","Ontario",NA,"YES","Middle Class"
54,"Female","British Columbia",NA,"NO","Lower Middle Class to Poor"
17,"Male","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
22,"Male","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
37,"Male","British Columbia","Highly Educated","NO","Middle Class"
46,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
39,"Female","Nova Scotia",NA,"NO","Middle Class"
68,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
