"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative"
67,"Female","New Brunswick","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
67,"Male","Alberta","Highly Educated","NO","Middle Class",1,0
69,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
65,"Male","New Brunswick","Some Education","NO","Middle Class",0,0
64,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
69,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
56,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
64,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
61,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
36,"Female","Alberta","Some Education","YES","Middle Class",0,0
59,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
78,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",0,0
73,"Female","Manitoba","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
71,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
33,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
51,"Male","New Brunswick","Some Education","NO","Lower Middle Class to Poor",1,0
69,"Male","Manitoba","Highly Educated","YES","Middle Class",0,0
70,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
52,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
53,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
18,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
61,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
56,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
56,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
65,"Male","Manitoba","Highly Educated","YES","Middle Class",0,1
38,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
31,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",0,1
53,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
39,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
56,"Female","Manitoba","Some Education","NO","Upper Middle Class to Wealthy",0,1
36,"Female","Alberta","Highly Educated","NO","Middle Class",1,0
48,"Male","Alberta","Some Education","YES","Middle Class",0,1
81,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
42,"Female","British Columbia","Some Education","NO","Middle Class",0,0
78,"Male","Alberta","Some Education","YES","Middle Class",0,1
18,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
33,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",0,0
69,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
64,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
29,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0
73,"Female","British Columbia","Some Education","YES","Middle Class",0,1
43,"Female","Alberta","Highly Educated","NO","Middle Class",1,0
39,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",NA,NA
34,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
35,"Female","Manitoba","Some Education","YES","Middle Class",0,1
71,"Female","Alberta","Some Education","YES","Middle Class",0,1
58,"Male","Alberta","Some Education","NO","Middle Class",NA,NA
68,"Male","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",1,0
33,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
47,"Male","British Columbia","Some Education","YES","Middle Class",1,0
37,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",1,0
74,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
53,"Male","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
44,"Female","British Columbia","Highly Educated","NO","Middle Class",NA,NA
43,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",1,0
74,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
27,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
77,"Male","Alberta","Highly Educated","NO","Middle Class",1,0
62,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1
62,"Female","Newfoundland and Labrador","Some Education","NO","Middle Class",1,0
36,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
44,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
29,"Female","Alberta","Some Education","NO","Middle Class",1,0
63,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
32,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
66,"Female","British Columbia","Some Education","NO","Middle Class",0,0
58,"Male","Newfoundland and Labrador","Highly Educated","NO","Middle Class",0,0
67,"Male","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",1,0
54,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
65,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0
74,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
36,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
70,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
67,"Male","Manitoba","Some Education","YES","Middle Class",NA,NA
50,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,1
27,"Female","Alberta","Highly Educated","NO","Middle Class",NA,NA
48,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0
29,"Male","Manitoba","Highly Educated","NO","Middle Class",1,0
41,"Female","Alberta","Highly Educated","YES","Middle Class",1,0
33,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
75,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
55,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",1,0
58,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
54,"Female","British Columbia","Some Education","NO","Middle Class",0,0
59,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1
53,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",NA,NA
63,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
71,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
24,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
65,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0
64,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
73,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",NA,NA
67,"Female","Manitoba","Highly Educated","YES","Middle Class",0,1
51,"Female","Alberta","Some Education","YES","Middle Class",0,0
28,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",1,0
74,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
70,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
70,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
57,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
50,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
66,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
31,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
77,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
67,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",1,0
77,"Male","British Columbia","Some Education","YES","Middle Class",0,1
35,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
48,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
61,"Male","Manitoba","Some Education","YES","Upper Middle Class to Wealthy",0,1
60,"Male","Alberta","Some Education","NO","Middle Class",0,0
49,"Female","Alberta","Highly Educated","NO","Middle Class",0,0
42,"Female","Alberta","Some Education","YES","Middle Class",0,0
52,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
70,"Male","Alberta","Highly Educated","NO","Middle Class",0,1
68,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
43,"Female","Alberta","Some Education","NO","Middle Class",0,1
39,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
55,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
59,"Female","Alberta","Some Education","YES","Middle Class",0,0
71,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
63,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
28,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA
21,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
43,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
30,"Female","Manitoba","Highly Educated","NO","Middle Class",0,0
19,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
61,"Male","Alberta","Some Education","YES","Middle Class",0,1
40,"Male","Alberta","Some Education","YES","Middle Class",0,1
68,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
39,"Male","Manitoba","Highly Educated","YES","Middle Class",0,0
77,"Male","Alberta","Highly Educated","YES","Middle Class",1,0
74,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
56,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
57,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
73,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
47,"Male","Alberta","Highly Educated","NO","Middle Class",1,0
28,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",NA,NA
35,"Male","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",0,1
71,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
76,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
34,"Male","New Brunswick","Highly Educated","NO","Lower Middle Class to Poor",1,0
67,"Male","Alberta","Highly Educated","NO","Middle Class",1,0
47,"Male","Newfoundland and Labrador","Some Education","YES","Upper Middle Class to Wealthy",0,0
37,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
40,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
38,"Female","New Brunswick","Highly Educated","YES","Middle Class",0,0
51,"Male","Alberta","Some Education","NO","Middle Class",NA,NA
51,"Male","British Columbia","Some Education","YES","Middle Class",0,0
42,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
68,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",1,0
58,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
20,"Female","Alberta","Some Education","YES","Middle Class",1,0
38,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA
80,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
36,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
54,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
25,"Male","New Brunswick","Highly Educated","NO","Lower Middle Class to Poor",0,0
77,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
32,"Female","Alberta","Some Education","YES","Middle Class",0,0
26,"Female","British Columbia","Highly Educated","YES","Middle Class",0,1
76,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
69,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
70,"Female","Alberta","Some Education","NO","Upper Middle Class to Wealthy",1,0
72,"Male","Manitoba","Highly Educated","YES","Middle Class",NA,NA
58,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
28,"Female","Alberta","Some Education","YES","Middle Class",1,0
77,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
68,"Male","New Brunswick","Highly Educated","YES","Middle Class",1,0
71,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
70,"Female","New Brunswick","Some Education","NO","Lower Middle Class to Poor",1,0
31,"Male","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
58,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
85,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
77,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
25,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",0,0
50,"Female","New Brunswick","Some Education","YES","Upper Middle Class to Wealthy",0,0
39,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
72,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
69,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
73,"Male","Alberta","Some Education","NO","Middle Class",NA,NA
54,"Female","British Columbia","Highly Educated","YES","Middle Class",0,1
61,"Female","New Brunswick","Highly Educated","YES","Middle Class",NA,NA
43,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
68,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0
48,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
35,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
39,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
38,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
84,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
69,"Male","British Columbia","Some Education","YES","Middle Class",1,0
74,"Female","British Columbia","Some Education","YES","Middle Class",0,1
40,"Male","Alberta","Some Education","YES","Middle Class",0,1
58,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
52,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0
34,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
62,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
75,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
51,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
75,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
35,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0
62,"Male","New Brunswick","Some Education","NO","Lower Middle Class to Poor",NA,NA
45,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
32,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
63,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,0
68,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
34,"Male","Alberta","Highly Educated","YES","Middle Class",0,1
44,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
29,"Female","New Brunswick","Some Education","NO","Lower Middle Class to Poor",1,0
51,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
32,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
20,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
64,"Female","New Brunswick","Some Education","YES","Middle Class",1,0
51,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
24,"Female","New Brunswick","Some Education","NO","Middle Class",NA,NA
47,"Female","Alberta","Some Education","YES","Middle Class",0,1
27,"Male","Alberta","Highly Educated","NO","Middle Class",1,0
20,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
58,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
71,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
61,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
80,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
65,"Male","British Columbia","Some Education","YES","Middle Class",1,0
53,"Male","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",NA,NA
36,"Female","Alberta","Some Education","NO","Upper Middle Class to Wealthy",0,1
74,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",0,0
22,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
32,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor",0,1
66,"Female","British Columbia","Some Education","NO","Middle Class",0,1
78,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
39,"Female","Manitoba","Some Education","NO","Middle Class",NA,NA
77,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0
34,"Male","Alberta","Highly Educated","YES","Middle Class",1,0
24,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
69,"Male","Manitoba","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
68,"Male","Alberta","Some Education","NO","Middle Class",1,0
40,"Female","Manitoba","Some Education","NO","Lower Middle Class to Poor",0,0
56,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
22,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1
70,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
47,"Female","Alberta","Some Education","YES","Middle Class",0,0
47,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
33,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
39,"Male","Alberta","Some Education","NO","Middle Class",NA,NA
36,"Male","Alberta","Some Education","YES","Middle Class",1,0
84,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
55,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
53,"Male","Manitoba","Some Education","NO","Middle Class",0,1
26,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
58,"Male","Manitoba","Some Education","YES","Middle Class",0,1
81,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
71,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
49,"Male","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",0,0
57,"Female","Alberta","Some Education","YES","Middle Class",0,1
63,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
46,"Female","Manitoba","Highly Educated","YES","Middle Class",0,0
21,"Female","Manitoba","Some Education","NO","Lower Middle Class to Poor",0,0
33,"Male","Alberta","Highly Educated","NO","Middle Class",0,1
63,"Female","Alberta","Some Education","YES","Middle Class",0,1
75,"Male","Manitoba","Some Education","YES","Middle Class",1,0
78,"Male","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",1,0
48,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA
47,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",1,0
59,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
62,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
33,"Female","Alberta","Highly Educated","NO","Middle Class",0,0
42,"Female","British Columbia","Highly Educated","NO","Middle Class",0,1
28,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
70,"Female","British Columbia","Highly Educated","NO","Middle Class",NA,NA
48,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
51,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
41,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
51,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,1
56,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
19,"Female","British Columbia","Some Education","NO","Middle Class",0,1
64,"Male","British Columbia","Some Education","NO","Middle Class",1,0
58,"Male","Alberta","Some Education","YES","Middle Class",0,1
38,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
56,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0
33,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
55,"Male","Alberta","Some Education","NO","Middle Class",0,1
87,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
81,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
65,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
69,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
34,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor",NA,NA
31,"Female","Alberta","Highly Educated","YES","Middle Class",0,1
33,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
32,"Female","New Brunswick","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
29,"Male","Alberta","Some Education","NO","Middle Class",1,0
71,"Female","Alberta","Some Education","YES","Middle Class",0,1
66,"Male","British Columbia","Highly Educated","NO","Middle Class",0,1
31,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
26,"Female","Alberta","Some Education","YES","Middle Class",0,1
43,"Female","Alberta","Some Education","NO","Middle Class",NA,NA
73,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
56,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",1,0
26,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
62,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
62,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
43,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
41,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",1,0
28,"Male","Alberta","Highly Educated","YES","Middle Class",0,1
32,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
50,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
32,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
24,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
67,"Male","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
31,"Male","British Columbia","Highly Educated","YES","Middle Class",0,1
29,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
60,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
19,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
32,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
59,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
72,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
68,"Female","New Brunswick","Highly Educated","YES","Middle Class",1,0
39,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
34,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
41,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA
75,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
40,"Male","Alberta","Highly Educated","NO","Middle Class",0,0
84,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
46,"Female","Manitoba","Some Education","YES","Middle Class",0,0
71,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
39,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
44,"Female","British Columbia","Some Education","NO","Middle Class",0,0
62,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
50,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
78,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
72,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA
35,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0
18,"Female","New Brunswick","Some Education","NO","Upper Middle Class to Wealthy",NA,NA
69,"Male","Alberta","Some Education","YES","Middle Class",0,1
32,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
63,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
77,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
87,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
68,"Male","Alberta","Some Education","YES","Middle Class",0,0
69,"Male","British Columbia","Some Education","YES","Middle Class",1,0
37,"Female","Alberta","Highly Educated","NO","Middle Class",0,0
71,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
50,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
44,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",1,0
44,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",0,1
54,"Male","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",1,0
54,"Female","New Brunswick","Highly Educated","YES","Middle Class",0,0
46,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0
69,"Male","New Brunswick","Highly Educated","NO","Middle Class",NA,NA
32,"Male","Manitoba","Highly Educated","YES","Middle Class",0,1
40,"Female","British Columbia","Highly Educated","NO","Middle Class",NA,NA
60,"Male","New Brunswick","Highly Educated","YES","Middle Class",1,0
64,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0
75,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
57,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0
55,"Female","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
45,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
21,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
72,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
66,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
75,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
21,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
51,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
69,"Male","Alberta","Some Education","YES","Middle Class",1,0
71,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
48,"Male","New Brunswick","Highly Educated","NO","Middle Class",0,0
36,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
40,"Male","New Brunswick","Highly Educated","YES","Middle Class",0,0
76,"Female","Alberta","Some Education","YES","Middle Class",0,0
78,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
43,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA
44,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
29,"Male","Alberta","Some Education","NO","Middle Class",1,0
59,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
34,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
37,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,1
24,"Male","British Columbia","Some Education","NO","Middle Class",0,0
30,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
53,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
56,"Male","British Columbia","Some Education","YES","Middle Class",0,1
82,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
38,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
72,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
31,"Male","British Columbia","Highly Educated","NO","Middle Class",1,0
26,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0
32,"Female","British Columbia","Some Education","NO","Middle Class",0,0
33,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
56,"Male","British Columbia","Some Education","YES","Middle Class",0,1
51,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
76,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
24,"Female","British Columbia","Some Education","NO","Middle Class",0,0
78,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
68,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
49,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0
52,"Female","Alberta","Some Education","NO","Middle Class",1,0
65,"Male","Manitoba","Highly Educated","YES","Middle Class",1,0
